Id_Estudiante,Programa,Satisfaccion_general,Infraestructura,Calidad_docente,Apoyo_institucional
ID_EST_07227,Ingeniería de Producción,4,1,2,4
ID_EST_07228,Ingeniería de Producción,2,4,4,2
ID_EST_07229,Ingeniería de Producción,5,1,4,3
ID_EST_07230,Ingeniería de Producción,4,3,3,3
ID_EST_07231,Ingeniería de Producción,1,4,5,5
ID_EST_07232,Ingeniería de Producción,3,4,1,4
ID_EST_07233,Ingeniería de Producción,3,3,5,5
ID_EST_07234,Ingeniería de Producción,4,4,4,5
ID_EST_07235,Ingeniería de Producción,5,2,3,3
ID_EST_07236,Ingeniería de Producción,3,4,2,1
ID_EST_07237,Ingeniería de Producción,1,4,3,4
ID_EST_07238,Ingeniería de Producción,5,2,5,5
ID_EST_07239,Ingeniería de Producción,4,5,5,3
ID_EST_07240,Ingeniería de Producción,1,2,3,5
ID_EST_07241,Ingeniería de Producción,3,3,4,4
ID_EST_07242,Ingeniería de Producción,4,2,1,4
ID_EST_07243,Ingeniería de Producción,2,2,1,3
ID_EST_07244,Ingeniería de Producción,3,5,3,2
ID_EST_07245,Ingeniería de Producción,3,5,5,1
ID_EST_07246,Ingeniería de Producción,2,4,3,3
ID_EST_07247,Ingeniería de Producción,1,1,4,1
ID_EST_07248,Ingeniería de Producción,4,4,4,1
ID_EST_07249,Ingeniería de Producción,1,3,3,5
ID_EST_07250,Ingeniería de Producción,4,3,2,4
ID_EST_07251,Ingeniería de Producción,3,2,5,5
ID_EST_07252,Ingeniería de Producción,5,2,1,1
ID_EST_07253,Ingeniería de Producción,4,3,4,1
ID_EST_07254,Ingeniería de Producción,4,1,5,2
ID_EST_07255,Ingeniería de Producción,2,5,5,1
ID_EST_07256,Ingeniería de Producción,4,1,2,1
ID_EST_07257,Ingeniería de Producción,3,5,1,2
ID_EST_07258,Ingeniería de Producción,2,1,2,2
ID_EST_07259,Ingeniería de Producción,5,3,3,2
ID_EST_07260,Ingeniería de Producción,1,1,4,2
ID_EST_07261,Ingeniería de Producción,5,2,3,2
ID_EST_07262,Ingeniería de Producción,1,3,4,4
ID_EST_07263,Ingeniería de Producción,2,1,3,2
ID_EST_07264,Ingeniería de Producción,5,3,1,1
ID_EST_07265,Ingeniería de Producción,4,1,3,5
ID_EST_07266,Ingeniería de Producción,5,1,3,5
ID_EST_07267,Ingeniería de Producción,4,5,2,3
ID_EST_07268,Ingeniería de Producción,3,3,4,4
ID_EST_07269,Ingeniería de Producción,3,3,3,3
ID_EST_07270,Ingeniería de Producción,5,1,4,3
ID_EST_07271,Ingeniería de Producción,4,2,5,2
ID_EST_07272,Ingeniería de Producción,4,2,3,2
ID_EST_07273,Ingeniería de Producción,4,1,4,3
ID_EST_07274,Ingeniería de Producción,3,2,3,2
ID_EST_07275,Ingeniería de Producción,1,4,5,2
ID_EST_07276,Ingeniería de Producción,2,5,2,3
ID_EST_07277,Ingeniería de Producción,2,2,2,5
ID_EST_07278,Ingeniería de Producción,2,5,2,4
ID_EST_07279,Ingeniería de Producción,2,2,5,1
ID_EST_07280,Ingeniería de Producción,2,4,2,1
ID_EST_07281,Ingeniería de Producción,3,2,5,4
ID_EST_07282,Ingeniería de Producción,5,5,1,1
ID_EST_07283,Ingeniería de Producción,4,1,3,4
ID_EST_07284,Ingeniería de Producción,1,1,3,1
ID_EST_07285,Ingeniería de Producción,4,3,1,2
ID_EST_07286,Ingeniería de Producción,4,3,4,5
ID_EST_07287,Ingeniería de Producción,2,5,4,2
ID_EST_07288,Ingeniería de Producción,3,5,1,1
ID_EST_07289,Ingeniería de Producción,2,3,4,4
ID_EST_07290,Ingeniería de Producción,4,1,4,3
ID_EST_07291,Ingeniería de Producción,5,3,2,2
ID_EST_07292,Ingeniería de Producción,2,3,1,2
ID_EST_07293,Ingeniería de Producción,2,2,1,3
ID_EST_07294,Ingeniería de Producción,3,4,5,1
ID_EST_07295,Ingeniería de Producción,1,2,1,4
ID_EST_07296,Ingeniería de Producción,4,1,5,5
ID_EST_07297,Ingeniería de Producción,5,5,3,4
ID_EST_07298,Ingeniería de Producción,4,2,5,3
ID_EST_07299,Ingeniería de Producción,3,2,3,5
ID_EST_07300,Ingeniería de Producción,3,2,3,2
ID_EST_07301,Ingeniería de Producción,3,2,3,1
ID_EST_07302,Ingeniería de Producción,4,2,3,1
ID_EST_07303,Ingeniería de Producción,5,2,1,1
ID_EST_07304,Ingeniería de Producción,2,2,5,5
ID_EST_07305,Ingeniería de Producción,1,3,2,4
ID_EST_07306,Ingeniería de Producción,2,5,3,3
ID_EST_07307,Ingeniería de Producción,1,3,4,5
ID_EST_07308,Ingeniería de Producción,4,1,2,3
ID_EST_07309,Ingeniería de Producción,5,3,4,4
ID_EST_07310,Ingeniería de Producción,2,5,4,5
ID_EST_07311,Ingeniería de Producción,1,2,2,4
ID_EST_07312,Ingeniería de Producción,5,3,1,2
ID_EST_07313,Ingeniería de Producción,3,1,3,4
ID_EST_07314,Ingeniería de Producción,2,1,2,1
ID_EST_07315,Ingeniería de Producción,1,1,1,4
ID_EST_07316,Ingeniería de Producción,2,3,5,5
ID_EST_07317,Ingeniería de Producción,5,5,4,1
ID_EST_07318,Ingeniería de Producción,4,1,2,1
ID_EST_07319,Ingeniería de Producción,4,1,4,1
ID_EST_07320,Ingeniería de Producción,2,5,2,1
ID_EST_07321,Ingeniería de Producción,1,4,5,5
ID_EST_07322,Ingeniería de Producción,4,3,2,5
ID_EST_07323,Ingeniería de Producción,2,3,3,5
ID_EST_07324,Ingeniería de Producción,3,5,5,3
ID_EST_07325,Ingeniería de Producción,3,3,3,3
ID_EST_07326,Ingeniería de Producción,3,4,1,4
ID_EST_07327,Ingeniería de Producción,4,5,2,2
ID_EST_07328,Ingeniería de Producción,1,4,2,1
ID_EST_07329,Ingeniería de Producción,1,1,4,1
ID_EST_07330,Ingeniería de Producción,1,5,3,4
ID_EST_07331,Ingeniería de Producción,4,1,5,5
ID_EST_07332,Ingeniería de Producción,1,4,2,3
ID_EST_07333,Ingeniería de Producción,4,3,3,1
ID_EST_07334,Ingeniería de Producción,3,4,4,2
ID_EST_07335,Ingeniería de Producción,5,2,3,3
ID_EST_07336,Ingeniería de Producción,2,1,4,5
ID_EST_07337,Ingeniería de Producción,4,2,1,2
ID_EST_07338,Ingeniería de Producción,1,1,5,2
ID_EST_07339,Ingeniería de Producción,5,5,3,2
ID_EST_07340,Ingeniería de Producción,1,4,1,3
ID_EST_07341,Ingeniería de Producción,4,3,3,3
ID_EST_07342,Ingeniería de Producción,3,2,2,2
ID_EST_07343,Ingeniería de Producción,2,5,1,1
ID_EST_07344,Ingeniería de Producción,5,4,4,1
ID_EST_07345,Ingeniería de Producción,5,1,1,5
ID_EST_07346,Ingeniería de Producción,3,3,5,4
ID_EST_07347,Ingeniería de Producción,1,1,5,3
ID_EST_07348,Ingeniería de Producción,3,4,1,5
ID_EST_07349,Ingeniería de Producción,2,1,2,4
ID_EST_07350,Ingeniería de Producción,4,4,3,2
ID_EST_07351,Ingeniería de Producción,1,4,4,4
ID_EST_07352,Ingeniería de Producción,5,4,4,4
ID_EST_07353,Ingeniería de Producción,4,1,1,5
ID_EST_07354,Ingeniería de Producción,2,2,4,5
ID_EST_07355,Ingeniería de Producción,2,1,4,3
ID_EST_07356,Ingeniería de Producción,4,3,3,1
ID_EST_07357,Ingeniería de Producción,4,1,3,2
ID_EST_07358,Ingeniería de Producción,5,1,2,1
ID_EST_07359,Ingeniería de Producción,1,4,5,4
ID_EST_07360,Ingeniería de Producción,1,1,1,5
ID_EST_07361,Ingeniería de Producción,5,5,5,2
ID_EST_07362,Ingeniería de Producción,5,4,2,4
ID_EST_07363,Ingeniería de Producción,4,2,4,3
ID_EST_07364,Ingeniería de Producción,3,4,3,1
ID_EST_07365,Ingeniería de Producción,1,1,1,2
ID_EST_07366,Ingeniería de Producción,3,2,2,5
ID_EST_07367,Ingeniería de Producción,3,3,3,3
ID_EST_07368,Ingeniería de Producción,4,1,5,2
ID_EST_07369,Ingeniería de Producción,4,2,3,5
ID_EST_07370,Ingeniería de Producción,1,2,5,2
ID_EST_07371,Ingeniería de Producción,3,5,4,3
ID_EST_07372,Ingeniería de Producción,3,5,3,4
ID_EST_07373,Ingeniería de Producción,1,3,2,5
ID_EST_07374,Ingeniería de Producción,2,1,2,4
ID_EST_07375,Ingeniería de Producción,2,2,5,2
ID_EST_07376,Ingeniería de Producción,3,2,3,4
ID_EST_07377,Ingeniería de Producción,4,5,5,2
ID_EST_07378,Ingeniería de Producción,2,2,3,2
ID_EST_07379,Ingeniería de Producción,4,1,3,4
ID_EST_07380,Ingeniería de Producción,1,2,4,1
ID_EST_07381,Ingeniería de Producción,5,4,4,4
ID_EST_07382,Ingeniería de Producción,4,2,3,1
ID_EST_07383,Ingeniería de Producción,1,2,5,3
ID_EST_07384,Ingeniería de Producción,1,5,3,1
ID_EST_07385,Ingeniería de Producción,5,1,4,1
ID_EST_07386,Ingeniería de Producción,3,2,1,2
ID_EST_07387,Ingeniería de Producción,5,3,3,4
ID_EST_07388,Ingeniería de Producción,3,3,1,4
ID_EST_07389,Ingeniería de Producción,2,2,2,5
ID_EST_07390,Ingeniería de Producción,1,5,3,3
ID_EST_07391,Ingeniería de Producción,3,3,4,4
ID_EST_07392,Ingeniería de Producción,2,4,3,5
ID_EST_07393,Ingeniería de Producción,5,1,1,5
ID_EST_07394,Ingeniería de Producción,3,5,5,5
ID_EST_07395,Ingeniería de Producción,4,1,3,3
ID_EST_07396,Ingeniería de Producción,5,3,5,1
ID_EST_07397,Ingeniería de Producción,1,1,5,1
ID_EST_07398,Ingeniería de Producción,5,2,1,3
ID_EST_07399,Ingeniería de Producción,5,1,1,3
ID_EST_07400,Ingeniería de Producción,5,5,4,3
ID_EST_07401,Ingeniería de Producción,4,4,4,2
ID_EST_07402,Ingeniería de Producción,5,4,1,3
ID_EST_07403,Ingeniería de Producción,3,4,1,5
ID_EST_07404,Ingeniería de Producción,2,1,3,2
ID_EST_07405,Ingeniería de Producción,1,2,3,4
ID_EST_07406,Ingeniería de Producción,5,1,2,5
ID_EST_07407,Ingeniería de Producción,2,2,4,4
ID_EST_07408,Ingeniería de Producción,2,5,2,3
ID_EST_07409,Ingeniería de Producción,5,3,5,3
ID_EST_07410,Ingeniería de Producción,1,4,2,1
ID_EST_07411,Ingeniería de Producción,2,4,3,4
ID_EST_07412,Ingeniería de Producción,4,2,5,3
ID_EST_07413,Ingeniería de Producción,3,1,1,3
ID_EST_07414,Ingeniería de Producción,2,4,4,3
ID_EST_07415,Ingeniería de Producción,4,2,2,1
ID_EST_07416,Ingeniería de Producción,2,5,5,5
ID_EST_07417,Ingeniería de Producción,4,3,5,3
ID_EST_07418,Ingeniería de Producción,4,1,5,5
ID_EST_07419,Ingeniería de Producción,5,1,2,5
ID_EST_07420,Ingeniería de Producción,3,2,3,4
ID_EST_07421,Ingeniería de Producción,3,4,5,1
ID_EST_07422,Ingeniería de Producción,2,3,4,4
ID_EST_07423,Ingeniería de Producción,2,3,2,4
ID_EST_07424,Ingeniería de Producción,2,5,4,1
ID_EST_07425,Ingeniería de Producción,1,4,2,5
ID_EST_07426,Ingeniería de Producción,4,2,3,5
ID_EST_07427,Ingeniería de Producción,5,2,4,1
ID_EST_07428,Ingeniería de Producción,5,4,4,2
ID_EST_07429,Ingeniería de Producción,4,3,5,1
ID_EST_07430,Ingeniería de Producción,2,4,3,5
ID_EST_07431,Ingeniería de Producción,4,4,2,1
ID_EST_07432,Ingeniería de Producción,2,2,4,5
ID_EST_07433,Ingeniería de Producción,5,5,3,2
ID_EST_07434,Ingeniería de Producción,2,5,1,3
ID_EST_07435,Ingeniería de Producción,5,2,3,5
ID_EST_07436,Ingeniería de Producción,2,4,4,2
ID_EST_07437,Ingeniería de Producción,1,5,3,1
ID_EST_07438,Ingeniería de Producción,2,5,4,5
ID_EST_07439,Ingeniería de Producción,2,2,2,4
ID_EST_07440,Ingeniería de Producción,3,4,3,1
ID_EST_07441,Ingeniería de Producción,3,4,1,4
ID_EST_07442,Ingeniería de Producción,5,1,5,4
ID_EST_07443,Ingeniería de Producción,5,5,1,4
ID_EST_07444,Ingeniería de Producción,4,2,5,3
ID_EST_07445,Ingeniería de Producción,5,5,4,3
ID_EST_07446,Ingeniería de Producción,4,5,3,4
ID_EST_07447,Ingeniería de Producción,1,4,3,3
ID_EST_07448,Ingeniería de Producción,5,1,5,5
ID_EST_07449,Ingeniería de Producción,3,4,1,4
ID_EST_07450,Ingeniería de Producción,1,3,1,2
ID_EST_07451,Ingeniería de Producción,1,2,3,4
ID_EST_07452,Ingeniería de Producción,2,1,3,2
ID_EST_07453,Ingeniería de Producción,4,5,5,3
ID_EST_07454,Ingeniería de Producción,4,2,3,5
ID_EST_07455,Ingeniería de Producción,5,3,5,4
ID_EST_07456,Ingeniería de Producción,2,4,1,5
ID_EST_07457,Ingeniería de Producción,3,5,5,4
ID_EST_07458,Ingeniería de Producción,4,5,4,3
ID_EST_07459,Ingeniería de Producción,1,4,5,1
ID_EST_07460,Ingeniería de Producción,3,4,3,1
ID_EST_07461,Ingeniería de Producción,1,2,3,2
ID_EST_07462,Ingeniería de Producción,3,1,3,3
ID_EST_07463,Ingeniería de Producción,5,3,2,2
ID_EST_07464,Ingeniería de Producción,1,1,2,4
ID_EST_07465,Ingeniería de Producción,1,2,2,3
ID_EST_07466,Ingeniería de Producción,5,4,3,3
ID_EST_07467,Ingeniería de Producción,4,5,1,3
ID_EST_07468,Ingeniería de Producción,4,5,5,2
ID_EST_07469,Ingeniería de Producción,4,2,1,3
ID_EST_07470,Ingeniería de Producción,1,1,2,1
ID_EST_07471,Ingeniería de Producción,1,5,4,1
ID_EST_07472,Ingeniería de Producción,5,1,3,4
ID_EST_07473,Ingeniería de Producción,5,3,2,2
ID_EST_07474,Ingeniería de Producción,4,3,2,3
ID_EST_07475,Ingeniería de Producción,2,2,4,2
ID_EST_07476,Ingeniería de Producción,1,4,3,2
ID_EST_07477,Ingeniería de Producción,1,3,1,1
ID_EST_07478,Ingeniería de Producción,5,5,4,1
ID_EST_07479,Ingeniería de Producción,5,3,1,4
ID_EST_07480,Ingeniería de Producción,1,1,1,5
ID_EST_07481,Ingeniería de Producción,4,4,4,2
ID_EST_07482,Ingeniería de Producción,3,4,1,4
ID_EST_07483,Ingeniería de Producción,4,4,2,1
ID_EST_07484,Ingeniería de Producción,3,1,1,5
ID_EST_07485,Ingeniería de Producción,3,5,2,5
ID_EST_07486,Ingeniería de Producción,2,2,4,5
ID_EST_07487,Ingeniería de Producción,4,3,5,3
ID_EST_07488,Ingeniería de Producción,3,1,1,3
ID_EST_07489,Ingeniería de Producción,2,1,1,1
ID_EST_07490,Ingeniería de Producción,5,1,2,3
ID_EST_07491,Ingeniería de Producción,3,1,2,4
ID_EST_07492,Ingeniería de Producción,2,3,5,1
ID_EST_07493,Ingeniería de Producción,5,5,5,4
ID_EST_07494,Ingeniería de Producción,5,2,2,1
ID_EST_07495,Ingeniería de Producción,5,3,2,1
ID_EST_07496,Ingeniería de Producción,4,2,1,2
ID_EST_07497,Ingeniería de Producción,3,3,3,1
ID_EST_07498,Ingeniería de Producción,3,4,2,5
ID_EST_07499,Ingeniería de Producción,2,3,3,2
ID_EST_07500,Ingeniería de Producción,3,3,3,1
ID_EST_07501,Psicología,3,2,5,4
ID_EST_07502,Psicología,4,4,3,4
ID_EST_07503,Psicología,2,5,2,1
ID_EST_07504,Psicología,3,4,5,2
ID_EST_07505,Psicología,3,4,2,1
ID_EST_07506,Psicología,4,1,2,4
ID_EST_07507,Psicología,2,4,3,3
ID_EST_07508,Psicología,4,3,1,4
ID_EST_07509,Psicología,4,1,3,4
ID_EST_07510,Psicología,4,1,1,1
ID_EST_07511,Psicología,5,5,2,5
ID_EST_07512,Psicología,5,1,3,2
ID_EST_07513,Psicología,3,4,3,4
ID_EST_07514,Psicología,5,5,2,1
ID_EST_07515,Psicología,5,4,2,4
ID_EST_07516,Psicología,5,5,4,5
ID_EST_07517,Psicología,2,2,2,1
ID_EST_07518,Psicología,1,3,3,2
ID_EST_07519,Psicología,1,4,4,2
ID_EST_07520,Psicología,5,5,5,4
ID_EST_07521,Psicología,5,1,4,5
ID_EST_07522,Psicología,3,4,5,2
ID_EST_07523,Psicología,3,2,2,4
ID_EST_07524,Psicología,1,2,5,4
ID_EST_07525,Psicología,3,4,3,5
ID_EST_07526,Psicología,2,1,1,3
ID_EST_07527,Psicología,1,1,5,3
ID_EST_07528,Psicología,4,1,5,1
ID_EST_07529,Psicología,4,3,5,2
ID_EST_07530,Psicología,5,3,3,1
ID_EST_07531,Psicología,4,1,5,2
ID_EST_07532,Psicología,2,1,4,1
ID_EST_07533,Psicología,1,2,4,5
ID_EST_07534,Psicología,5,5,4,1
ID_EST_07535,Psicología,1,3,2,4
ID_EST_07536,Psicología,2,3,2,5
ID_EST_07537,Psicología,3,5,2,4
ID_EST_07538,Psicología,5,4,2,3
ID_EST_07539,Psicología,1,1,1,2
ID_EST_07540,Psicología,5,4,3,1
ID_EST_07541,Psicología,5,5,5,5
ID_EST_07542,Psicología,1,2,3,5
ID_EST_07543,Psicología,4,5,3,5
ID_EST_07544,Psicología,4,4,1,2
ID_EST_07545,Psicología,5,4,5,4
ID_EST_07546,Psicología,4,2,2,3
ID_EST_07547,Psicología,2,4,3,2
ID_EST_07548,Psicología,3,4,3,4
ID_EST_07549,Psicología,2,4,2,1
ID_EST_07550,Psicología,4,4,2,2
ID_EST_07551,Psicología,1,5,4,2
ID_EST_07552,Psicología,1,3,4,2
ID_EST_07553,Psicología,4,2,3,3
ID_EST_07554,Psicología,2,5,1,1
ID_EST_07555,Psicología,1,1,5,4
ID_EST_07556,Psicología,1,1,2,1
ID_EST_07557,Psicología,2,3,2,5
ID_EST_07558,Psicología,2,5,4,2
ID_EST_07559,Psicología,5,2,4,5
ID_EST_07560,Psicología,4,3,1,2
ID_EST_07561,Psicología,3,5,2,1
ID_EST_07562,Psicología,3,5,4,3
ID_EST_07563,Psicología,2,4,2,3
ID_EST_07564,Psicología,3,3,5,4
ID_EST_07565,Psicología,1,1,5,2
ID_EST_07566,Psicología,2,2,3,2
ID_EST_07567,Psicología,3,2,5,3
ID_EST_07568,Psicología,5,4,3,5
ID_EST_07569,Psicología,3,2,3,1
ID_EST_07570,Psicología,1,4,2,2
ID_EST_07571,Psicología,1,5,2,2
ID_EST_07572,Psicología,2,3,2,4
ID_EST_07573,Psicología,1,4,2,5
ID_EST_07574,Psicología,1,1,1,3
ID_EST_07575,Psicología,2,5,5,1
ID_EST_07576,Psicología,4,2,2,1
ID_EST_07577,Psicología,1,1,5,5
ID_EST_07578,Psicología,1,5,3,1
ID_EST_07579,Psicología,1,3,1,4
ID_EST_07580,Psicología,3,2,2,3
ID_EST_07581,Psicología,1,1,4,3
ID_EST_07582,Psicología,5,3,2,2
ID_EST_07583,Psicología,3,3,5,3
ID_EST_07584,Psicología,4,5,2,1
ID_EST_07585,Psicología,1,1,2,4
ID_EST_07586,Psicología,1,3,5,5
ID_EST_07587,Psicología,4,1,2,3
ID_EST_07588,Psicología,2,5,5,4
ID_EST_07589,Psicología,2,4,5,3
ID_EST_07590,Psicología,1,1,1,1
ID_EST_07591,Psicología,2,1,2,3
ID_EST_07592,Psicología,5,1,4,4
ID_EST_07593,Psicología,1,5,4,3
ID_EST_07594,Psicología,5,5,1,5
ID_EST_07595,Psicología,1,5,2,2
ID_EST_07596,Psicología,2,3,4,2
ID_EST_07597,Psicología,4,2,4,3
ID_EST_07598,Psicología,5,3,1,4
ID_EST_07599,Psicología,4,3,2,5
ID_EST_07600,Psicología,2,4,5,3
ID_EST_07601,Psicología,5,4,5,1
ID_EST_07602,Psicología,2,4,3,2
ID_EST_07603,Psicología,2,5,5,3
ID_EST_07604,Psicología,5,4,1,4
ID_EST_07605,Psicología,1,4,2,5
ID_EST_07606,Psicología,5,1,4,5
ID_EST_07607,Psicología,5,5,1,3
ID_EST_07608,Psicología,3,2,2,4
ID_EST_07609,Psicología,1,1,3,5
ID_EST_07610,Psicología,1,3,4,3
ID_EST_07611,Psicología,4,1,3,3
ID_EST_07612,Psicología,3,2,1,4
ID_EST_07613,Psicología,2,5,3,1
ID_EST_07614,Psicología,4,1,4,4
ID_EST_07615,Psicología,3,4,4,3
ID_EST_07616,Psicología,2,2,1,5
ID_EST_07617,Psicología,1,1,5,2
ID_EST_07618,Psicología,1,3,5,3
ID_EST_07619,Psicología,5,4,3,2
ID_EST_07620,Psicología,5,4,2,1
ID_EST_07621,Psicología,3,2,2,4
ID_EST_07622,Psicología,2,4,1,1
ID_EST_07623,Psicología,3,1,2,4
ID_EST_07624,Psicología,3,3,4,4
ID_EST_07625,Psicología,5,4,5,4
ID_EST_07626,Psicología,5,3,3,2
ID_EST_07627,Psicología,2,3,2,5
ID_EST_07628,Psicología,4,4,5,3
ID_EST_07629,Psicología,3,4,3,4
ID_EST_07630,Psicología,3,1,3,3
ID_EST_07631,Psicología,4,2,3,4
ID_EST_07632,Psicología,2,5,2,5
ID_EST_07633,Psicología,3,2,2,2
ID_EST_07634,Psicología,5,4,1,2
ID_EST_07635,Psicología,2,2,3,1
ID_EST_07636,Psicología,3,5,2,1
ID_EST_07637,Psicología,3,5,2,2
ID_EST_07638,Psicología,5,5,3,3
ID_EST_07639,Psicología,4,5,2,5
ID_EST_07640,Psicología,1,4,5,4
ID_EST_07641,Psicología,3,4,4,3
ID_EST_07642,Psicología,2,1,2,2
ID_EST_07643,Psicología,3,3,4,5
ID_EST_07644,Psicología,5,5,4,3
ID_EST_07645,Psicología,4,5,5,3
ID_EST_07646,Psicología,3,4,2,1
ID_EST_07647,Psicología,2,5,1,4
ID_EST_07648,Psicología,2,3,4,4
ID_EST_07649,Psicología,2,2,4,1
ID_EST_07650,Psicología,3,2,2,4
ID_EST_07651,Psicología,4,4,3,4
ID_EST_07652,Psicología,3,1,1,2
ID_EST_07653,Psicología,4,4,3,2
ID_EST_07654,Psicología,4,4,4,5
ID_EST_07655,Psicología,3,5,3,2
ID_EST_07656,Psicología,5,3,2,4
ID_EST_07657,Psicología,1,3,3,4
ID_EST_07658,Psicología,1,3,5,5
ID_EST_07659,Psicología,5,2,4,3
ID_EST_07660,Psicología,3,3,5,4
ID_EST_07661,Psicología,4,3,3,5
ID_EST_07662,Psicología,4,3,3,2
ID_EST_07663,Psicología,2,2,5,5
ID_EST_07664,Psicología,1,5,2,2
ID_EST_07665,Psicología,4,2,5,2
ID_EST_07666,Psicología,2,3,1,1
ID_EST_07667,Psicología,1,2,3,4
ID_EST_07668,Psicología,2,4,3,3
ID_EST_07669,Psicología,5,4,1,4
ID_EST_07670,Psicología,5,3,2,2
ID_EST_07671,Psicología,4,5,5,5
ID_EST_07672,Psicología,4,5,4,5
ID_EST_07673,Psicología,3,3,5,3
ID_EST_07674,Psicología,2,5,4,3
ID_EST_07675,Psicología,1,5,5,5
ID_EST_07676,Psicología,4,4,3,5
ID_EST_07677,Psicología,5,1,5,3
ID_EST_07678,Psicología,5,4,4,2
ID_EST_07679,Psicología,1,5,4,4
ID_EST_07680,Psicología,2,1,2,1
ID_EST_07681,Psicología,4,2,3,2
ID_EST_07682,Psicología,3,2,4,5
ID_EST_07683,Psicología,1,1,1,1
ID_EST_07684,Psicología,1,2,1,1
ID_EST_07685,Psicología,1,1,1,1
ID_EST_07686,Psicología,4,2,1,4
ID_EST_07687,Psicología,2,2,4,4
ID_EST_07688,Psicología,4,1,4,4
ID_EST_07689,Psicología,4,5,1,3
ID_EST_07690,Psicología,1,5,1,2
ID_EST_07691,Psicología,4,5,3,5
ID_EST_07692,Psicología,1,2,3,4
ID_EST_07693,Psicología,3,2,1,1
ID_EST_07694,Psicología,5,1,5,1
ID_EST_07695,Psicología,5,5,2,4
ID_EST_07696,Psicología,1,2,3,4
ID_EST_07697,Psicología,1,5,5,3
ID_EST_07698,Psicología,5,1,5,4
ID_EST_07699,Psicología,2,4,3,3
ID_EST_07700,Psicología,2,2,3,5
ID_EST_07701,Psicología,3,2,1,5
ID_EST_07702,Psicología,3,5,3,2
ID_EST_07703,Psicología,2,1,3,4
ID_EST_07704,Psicología,3,5,4,4
ID_EST_07705,Psicología,4,2,4,3
ID_EST_07706,Psicología,4,4,2,5
ID_EST_07707,Psicología,2,3,5,4
ID_EST_07708,Psicología,4,2,1,4
ID_EST_07709,Psicología,3,3,5,5
ID_EST_07710,Psicología,3,5,3,3
ID_EST_07711,Psicología,5,1,2,5
ID_EST_07712,Psicología,3,3,5,2
ID_EST_07713,Psicología,1,4,4,4
ID_EST_07714,Psicología,1,5,3,4
ID_EST_07715,Psicología,1,1,5,1
ID_EST_07716,Psicología,1,2,2,1
ID_EST_07717,Psicología,2,3,5,5
ID_EST_07718,Psicología,3,2,5,5
ID_EST_07719,Psicología,4,1,4,1
ID_EST_07720,Psicología,3,3,4,1
ID_EST_07721,Psicología,3,4,2,2
ID_EST_07722,Psicología,3,2,5,5
ID_EST_07723,Psicología,4,2,5,2
ID_EST_07724,Psicología,1,3,4,1
ID_EST_07725,Psicología,3,4,4,1
ID_EST_07726,Psicología,3,3,1,5
ID_EST_07727,Psicología,1,5,2,4
ID_EST_07728,Psicología,4,2,1,5
ID_EST_07729,Psicología,4,1,2,5
ID_EST_07730,Psicología,3,2,3,1
ID_EST_07731,Psicología,1,5,1,3
ID_EST_07732,Psicología,5,3,2,4
ID_EST_07733,Psicología,1,2,1,5
ID_EST_07734,Psicología,5,2,5,3
ID_EST_07735,Psicología,2,2,2,3
ID_EST_07736,Psicología,1,1,2,1
ID_EST_07737,Psicología,4,4,3,1
ID_EST_07738,Psicología,1,1,1,2
ID_EST_07739,Psicología,3,3,3,1
ID_EST_07740,Psicología,2,5,1,5
ID_EST_07741,Psicología,5,1,5,5
ID_EST_07742,Psicología,2,1,4,4
ID_EST_07743,Psicología,4,4,3,3
ID_EST_07744,Psicología,4,5,3,5
ID_EST_07745,Psicología,2,3,4,4
ID_EST_07746,Psicología,5,2,1,4
ID_EST_07747,Psicología,5,1,2,1
ID_EST_07748,Psicología,2,1,2,1
ID_EST_07749,Psicología,3,3,3,1
ID_EST_07750,Psicología,4,1,2,1
ID_EST_07751,Psicología,2,5,1,5
ID_EST_07752,Psicología,2,2,2,3
ID_EST_07753,Psicología,5,1,1,5
ID_EST_07754,Psicología,4,2,1,3
ID_EST_07755,Psicología,5,1,2,5
ID_EST_07756,Psicología,3,4,4,5
ID_EST_07757,Psicología,5,1,2,2
ID_EST_07758,Psicología,1,5,4,1
ID_EST_07759,Psicología,1,4,3,5
ID_EST_07760,Psicología,3,3,3,5
ID_EST_07761,Psicología,2,5,5,3
ID_EST_07762,Psicología,1,3,4,3
ID_EST_07763,Psicología,5,2,5,4
ID_EST_07764,Psicología,1,4,4,1
ID_EST_07765,Psicología,3,5,2,3
ID_EST_07766,Psicología,4,3,2,2
ID_EST_07767,Psicología,3,5,2,1
ID_EST_07768,Psicología,2,5,1,2
ID_EST_07769,Psicología,5,4,4,1
ID_EST_07770,Psicología,2,5,5,1
ID_EST_07771,Psicología,4,2,2,5
ID_EST_07772,Psicología,1,2,1,1
ID_EST_07773,Psicología,2,1,5,2
ID_EST_07774,Psicología,3,5,1,4
ID_EST_07775,Psicología,5,4,2,5
ID_EST_07776,Psicología,3,4,1,2
ID_EST_07777,Psicología,1,3,2,2
ID_EST_07778,Psicología,2,2,5,5
ID_EST_07779,Psicología,5,4,1,4
ID_EST_07780,Psicología,3,4,1,2
ID_EST_07781,Psicología,4,3,4,2
ID_EST_07782,Psicología,5,5,2,3
ID_EST_07783,Psicología,1,3,4,2
ID_EST_07784,Psicología,4,3,5,5
ID_EST_07785,Psicología,1,4,1,5
